622283	jbo	ra jinvi lo du'u vo'a nurgau lo munje
622324	jbo	mi prami lo ka bajra ne se mau ro drata be vo'e
622337	jbo	mi nitcu lo nu facki fi ra
622338	jbo	ui mi sidju do
622339	jbo	la.djan. cu sanga ma fi'o se cpana lo tsina
623786	jbo	ua .i je'e
623795	jbo	ki'u tu'a lo snuti lo nu mi klama lo ckule cu lerci
623799	jbo	ki'u tu'a lo snuti mi jai lerci fai lo nu klama lo ckule
623824	jbo	la.keit. jo'u la.braiyn. pu casnu lo pixra
624086	jbo	la.bil. na nelci lo du'u lo patfu be vo'a cu mutce sigva'u
625519	jbo	lo vi plise pu co'a fusra
625647	jbo	le ko'a runkre ku tamsmi fi lo morsi mlatu
625667	jbo	mi pu ca'o citka le mi dormijysai ca lo nu le fonxa ku selsance
625677	jbo	ma cmene do
625698	jbo	ko jbera nagi'enai terjbera
625751	jbo	je'e
625842	jbo	mi re roi zvati lo mergu'e
625901	jbo	mi na co'e
625904	jbo	manku je vilti'a nicte
625916	jbo	lo'e nanmu cu sluji tsamau lo'e ninmu
625917	jbo	lo botpi be lo birje cu marji lo blaci
626061	jbo	mo
626062	jbo	ma
626094	jbo	ko'a pu na'o se sinma bu'u lo ckule
626100	jbo	mi pu cinmo lo ka nonkansa
626524	jbo	mi spesti
626536	jbo	ko dunda ko'a ko'e
626571	jbo	ma ve ciksi
626825	jbo	ko'a sumne le stasu
626833	jbo	mo'u se tigni
626834	jbo	le seltigni cu mulno
627027	jbo	xu do seltarbi
627112	jbo	lo nu prami loi jbixa'u be ma'a cu se bilga ma'a
627331	jbo	aunai tcidu lo ti cukta
627335	jbo	xu do ba'o lumci lo xance
627344	jbo	ko'a clani semau sai mi
627346	jbo	la arix pu co'a ckape bilma
627356	jbo	ti pu nandu semau lo mi se kanpe
627357	jbo	i'i mi klama lo kinzda
627362	jbo	lo mi nilxadgla cu fadni
627371	jbo	mi na me lo ca'a se gasnu be mi i mi me lo ka'e se gasnu be mi
627379	jbo	lo nanla co sanli be vi ti cu bersa mi
627383	jbo	tcika lo nu vacycti
627384	jbo	o'onai
627385	jbo	e'onai
627389	jbo	mi na'e sai snada lo nu sipna
627391	jbo	mi cliva fi'o nalgundei ze'a
627399	jbo	spaji mi sega'a lo nu do sigypli i ke'a do pu na'e tcaci
627400	jbo	pe'ipei vi xamgu tcima ca lo bavlamdei
627401	jbo	ko'a mi selsau
627402	jbo	pe'u sanga sepa'a mi
627404	jbo	nandu fa lo nu kavbu lo cicyractu lo xance
627408	jbo	ko'a pu xrukla fi lo gugdecunu
627411	jbo	mi ca'o no'e gleki
627412	jbo	do sa'apre
627413	jbo	la ken pu simlu lo ka ce'u xendo
627414	jbo	pe'a ri'agi jimga'i gi co'a jimga'ipre
627415	jbo	ra mi ba'o raktu so'i da
627416	jbo	ma me do mapku
627417	jbo	mi zi pensi lo mutce cinri
627418	jbo	frili refcpa lo rupnu semau lo kamselsi'a
627419	jbo	ba'a cagi co'u carvi gi cadzu i'i
627647	jbo	lo gugdecunu cu barda semau lo gugdejupu
627648	jbo	ko'a ba'o selsau lo cnino nunji'e
627651	jbo	mi nelmau lo cnino zdani lo slabu
627663	jbo	lo ci nanla vo'a catlu pu ca'o
627665	jbo	mi zifre ca lo cabdei
627672	jbo	pe'u ciksi lo nu ki'u ma kau do tolcpa lo ra selfriti
627673	jbo	lo bifce mo'u volkla lo xrula
627679	jbo	e'onai do cusku ti lo do rirni
627685	jbo	pe'u barkla gijo ga'orgau lo vorme
627686	jbo	lisri co seldri mutce
627687	jbo	sai ti selsmu no da
627692	jbo	pe'u denpa sei temni'i
627699	jbo	e'u ganai terzukcau gi catlu lo do kumfa drudi
628128	jbo	mi dejni no da
628139	jbo	lo nanmu poi xabju lamji mi cu mikce
628341	jbo	.e'o ko vitke fi lo mi jbedetnunsla
628407	jbo	lo cabdei pu ca'o zdile
628912	jbo	xo roi lo djedi do do catlu va'o lo minra
628918	jbo	lo do lacni cu farlu lo loldi
628921	jbo	mi klama la london ca lo prulamna'a
630256	jbo	lo nu mrilu lo dicyxa'a cu se vajni lo nu tordu kei lo nu jdima ro lerfu
630266	jbo	la david cu carmi selmle fi lo ka cintyxra ja maixra ja zgiselfi'i ja pemci be sepu'a lo kanla ja kerlo ja pruxi
630271	jbo	to'eki'unaigi la trang ru'i pamxu'a gi la spensyr za'o xanka lo nu ty co'u da vo'a prami
630280	jbo	ba'o lo nu mi rincki lo mi nunlerci fu tu'a le mamta selgu'a kei lo ctuca sei dusyzu'e mi bargau lo kulku'a
630670	jbo	e'o ko dunda lo kabri be lo ladru mi
630879	jbo	xu do me la .seltarb.
631220	jbo	pa fi'u ci lo prenu poi zvati ti poi tcadu cu ralte lo ri karce
631460	jbo	ko na citka
631512	jbo	lo nu bilma cu fanta lo nu mi klama lo ckule
631520	jbo	lo verba ba lo nu vo'a citka cu co'u klaku
631533	jbo	mi djica lo nu ba klama la'oi London
631536	jbo	ko na muvdu fi ti
631586	jbo	ko'a ra na snudji
631603	jbo	lo nunbi'o jo'u nunmu'u po lo bifsarlu cu cunso va'o sai lo ma'a ca mi'irlarcu
631616	jbo	do ra cfape'i lo balcu'e xu
631622	jbo	uacai lo mi skami cu spofu
631624	jbo	lo jecysei bacycu'e jo'u balcu'e po lo gugde'usu cu se'itru
631632	jbo	ca ro nu refkei la uorkraft kei lo cnino bende mi bradi
631648	jbo	la saras pu zgacre co banzu lo nu sanji lo nu loi pendo ca'o zditcica be vo'a troci
631684	jbo	ra pu steba lo nu ru'i mabla fi lo jilra be fi lo ra selka'e
632381	jbo	lo za'i morsi cu simsa lo za'i sipna
632386	jbo	mi mutce ganse lo ka lenku
632389	jbo	rau finpe cu nenri lo vi rirxe
632401	jbo	ta'i ma bacru lo cmene be do
632418	jbo	ma ditcu lo nu do stali la.osakan.
632423	jbo	xu do ba stali lo zdani
632424	jbo	xu do ca zvati lo zdani
632426	jbo	mi tadni lo glibau
632427	jbo	xu ra ctuca
632435	jbo	lo pulji cu gunka fi'o se tolnu'a lo nu mrobi'o
632441	jbo	mi na djuno lo satci ni lo vi cripu cu clani
632444	jbo	ca ma do jbena
632446	jbo	do jbena fi ma
632450	jbo	la.tam. ka'e sutra bajra
633067	jbo	le cukta cu cmalu
633911	jbo	pukyje'u so'e prenu fa lo steci be vo'e po'o
633913	jbo	lo balcu'e mi co'agi te djuno lo nu zasti gi se vi'edji
633914	jbo	jo'a ra fasnu so'oroi
633917	jbo	mi mutce terpa lo nu se tolzau lo se prami je se kurji be mi
633920	jbo	mi mutce terpa lo nu se tolzau lo se pamcni be mi
633926	jbo	so'e prenu cu toldji je do'anai bilga lo nu clira ckali'a
633942	jbo	lo nu ge lo nolrai cu na'e cerda fenki gi lo nolylanzu cu vidycpa cu co'i se cumki lo nu lo jemja'a cu daspo lo velcerda
634334	jbo	fi la.tokion. fa la.lyndyn. cmalu
634590	jbo	mu'a ra se bangu lo dotco e lo fraso e lo glico
634591	jbo	mu'a ti penbi
634592	jbo	mu'a li ze ca tcika fo la.lyndyn.
634596	jbo	xu mu'a do nelci lo glibau
634597	jbo	ta'o lo za'i ra mo cu nabmi
634598	jbo	xu ta'o do zgiterca'a lo violni
634600	jbo	xu ta'o do zifre ca lo lecydo'i
634602	jbo	ta'o ra xabju ma
634604	jbo	xu ta'o do zifre ca lo cabynicte
634605	jbo	ta'o do jbena fo ma
634622	jbo	ra speni lo nixli poi vo'a cuxna
634624	jbo	lo patfu be mi cu cikre lo spofu stizu
634625	jbo	mi xanka so'i roi
634626	jbo	da'a ko'a tugni fo lo selpla be ra
634641	jbo	mi na se bangu lo ponjo
634642	jbo	xu do se bangu lo ponjo
634647	jbo	mi na banzu se bangu lo fraso
634648	jbo	mi'a ca'o xabju la.tokion. ze'a lo nanca be li xa
634650	jbo	do mutce lo ka gunka
634651	jbo	ra cinla verba
634654	jbo	mi djica lo nu tadni lo fasybau
634657	jbo	ra minde mi lo nu na va limna
634658	jbo	lo speni be ra cu pendo mi
634660	jbo	ro cipni na kakne lo nu vofli
634663	jbo	ra frili ciska bau lo glico
634743	jbo	jetnu
634744	jbo	mi ba'e na tatpi
634746	jbo	coi djan do mo
634747	jbo	coi mi'e ogauas
634748	jbo	coi mi'e maik
634749	jbo	fe zo coi cusku fa la .tom. ca lo ka cisma
634750	jbo	coi tam
634752	jbo	ra cusku lu coi li'u ca lo ro nu mi penmi vo'a
634753	jbo	coi
634754	jbo	coi munje
634755	jbo	coi mi'e nansis
634756	jbo	coi ma
634757	jbo	coi do mo
634759	jbo	coi paf
634760	jbo	coi mi'e sepide
634762	jbo	ra cusku lu co'o li'u
634765	jbo	mi pacna lo nu tu'a xai na tcica mi
634766	jbo	mi djica lo nu pu viska ra
634767	jbo	ra klaku
634768	jbo	mi cnino tadni
634770	jbo	ra ca klaku
634945	jbo	ca ma do klama lo lunra i mi'a nitcu do
634949	jbo	lo gugdezu'a cu darno
634962	jbo	ca lo nu sedycro kei la aspirin na jai rinka lo nu mi co'u cortu
634964	jbo	lo'i prenu na'o darlu lo semau kamzi'e jo'u kamdu'i
634976	jbo	lo tadni pu jdice lo nu lo laldanfu gau torbi'o cirko lo nalsarcu tcila
634978	jbo	iepei xamgu fa lo nu sidbo
635802	jbo	ko smaji ca lo nu mi tavla
635806	jbo	la'oi .Parker. rinsa ko'a lonu cisma
635831	jbo	.o'i mu xagji sofybakni cu zvati le purdi
635840	jbo	mi jbena fo la tokios
635846	jbo	mi se rirni fi'o se zvati la tokios
635850	jbo	ko'a jdice fi lo cnino plajva
635854	jbo	ko'a jdice lo du'u fanmo lo nu damva'u
635860	jbo	la.kentaron. cu stali la.kioton. fi'o kansa lo pendo be vo'a
635863	jbo	lo za'i mi zvati cu te denpa lo nu ko'a klama ti
635866	jbo	lo dakfu na kinli
635870	jbo	lo nolraitru cu turni lo gugde
635875	jbo	lo lo pajni ku se jdice cu mulno
635879	jbo	li reno ca tcika
635880	jbo	e'o ko darxi lo vorme pu lo nu co'a nenri
635881	jbo	mi cortu
635882	jbo	cortu
635883	jbo	ra kanydzu lo vo'a gerku ca lo ro cerni
635884	jbo	lo kanla be ra cu cilmo lo selklaku
635885	jbo	vi ma la.tonis. cu kelci
635888	jbo	ra cliva ti'u li vo
635889	jbo	pa roi ra penmi lo labno ne'i lo ricfoi
635890	jbo	mi so'e roi klama lo ckana ti'u li repa
635892	jbo	mi so'i roi cortu lo runtyrango
635893	jbo	.u'e melbi flira ra
635895	jbo	ra stidi lo nu clira cfari
635896	jbo	mi na djuno lo nu ra jdice lo nu cliva
635898	jbo	mi nelci lo nu cadzu lo panka
635899	jbo	lo ka kucli cu catra lo mlatu
635900	jbo	ma pofygau lo kabri
635901	jbo	mi mutce bilma
635904	jbo	lo gerku cu citka lo mi cutci
635952	jbo	do mintu lo mamta be do
635955	jbo	lo volratcu cu mabru .i ma'a go'i
635957	jbo	la.djim. pu'o klama
635959	jbo	kajde fi lo gerku
635961	jbo	ra va zgana so'i klesi be lo danlu
635963	jbo	ro lo prenu cu cusku di'u
635967	jbo	mi curmi lo nu do co'e
635968	jbo	lo plise cu farlu fi lo tricu
635970	jbo	xu do ka'e fanva fo lo glibau fi lo ponbau
635973	jbo	naku ro cmana cu crino
635976	jbo	lo papri cu sutra jelca
635977	jbo	mi ja'a djuno la'e di'u
635981	jbo	no da pu ca'o jundi ra
635983	jbo	do simlu lo ka darno pe'a
635987	jbo	ko vimcu lo do sedyta'u
635988	jbo	mi bredi lo ka klama ka'ai do
635992	jbo	ra ba troci za'u re'u
636078	jbo	lo se jdice be lo pajni cu mulno
636503	jbo	ti karce
636506	jbo	mutce tatpi
636507	jbo	tceta'i
636508	jbo	tatpi sai
636530	jbo	ko'a mutce nelci lo nu jukpa
636620	jbo	ko'a mutce prami lo vo'a rirni
636705	jbo	la'oi pinocchio cusku lu lo mi nazbi ca banro li'u
637858	jbo	lo vlacku pe tai ti vasru ei su'o re jufmupli be zo'oi réfrigérateur
638701	jbo	da pu catke mi mo'ine'i
638707	jbo	lo djacu ku dunja lo jacke'o be li no .i xu na go'i
638710	jbo	.e'unai .u'anai
638711	jbo	mi bilga lo nu sipna
638712	jbo	mi sipna .ei
638870	jbo	lo mi mensi cu misno
638873	jbo	mi ca'o li'orbi'o
638875	jbo	lo xadjunta ca'o jdika
638912	jbo	loi plise cu vrusi xamgu
638919	jbo	ma lebna le plise
638925	jbo	ko'a pu cuxna le ci melbi plise
638940	jbo	lo lanka cu selne'i lo kukte plise
638978	jbo	ro plisytricu pu se ka'aspo
638986	jbo	e'o ko terve'u so'u plise
639009	jbo	ro sovda ba'o furbi'o u'u
639015	jbo	lo fusra ladru cu slari
639026	jbo	le plise co'a fusra
639040	jbo	ko'a nelci lo fragari .ije le mensi cu nelci lo plise
640152	jbo	lo mi pendo cu cusku lo sedu'u mi fintce ci'apre .i ku'i mi na'e ciska ze'u so'o selma'i
640155	jbo	lo mi pendo cu cusku lo sedu'u mi fintce ci'apre .i ku'i mi na'e ciska ze'u so'o masti
640190	jbo	lo nalvi'a va'o se jmina ka'erbi'o lo nu ganse lo nu vi dacti
640224	jbo	seltcini lo nu do ma smudji lu ba'e krici tu'a lo cevni li'u
640244	jbo	ei lo ctuca cu ciksi sei na torsku ro tcila gi'e roroi stidi fi lo tadni fe lo nu tcidu lo ty moi fe'eco'i lo ty zdani
640250	jbo	mi da'i ganai na spuda gi na pu cusku
640585	jbo	ko'a pu ca'o klaku
641518	jbo	mi'a za'u re'u troci gi'e ku'i na snada
641533	jbo	galfi lo ladru lo matne
641663	jbo	xu do vi xabju
641670	jbo	mi viska lo nanmu .e lo ninmu
641690	jbo	mi se bangu lo banginu'a
642158	jbo	ra se bangu mu da
642160	jbo	lo va cukta cu cmalu
642161	jbo	ta noi cukta cu cmalu
642668	jbo	mi se bangu la.interlinguas.
643476	jbo	ra ciska bau lo xrabo
644548	jbo	mi ta'e sipna fi'o lectcika li so
644982	jbo	la.satorun. cu bajra sutra traji fi mu mi'a
645009	jbo	mi snuti penmi ra bu'u lo tcana be lo sorprekarce
645021	jbo	.u'e ra bajra sutra
645249	jbo	la djon pu ba'o lo nu re nixli cu xusra lo du'u ny fi dy cinmo cu ka'enai jdice lo du'u kansa ma kau po'u ny
645254	jbo	sutra u'e bajra
645255	jbo	barda u'e
645257	jbo	certu u'e
645259	jbo	xladimna ra
645262	jbo	ra ja'asai prije
645270	jbo	ra pu ka'e pa'o limna lo rirxe
645273	jbo	ra campa'a lo nu snada
645280	jbo	ra pacna lo nu va'o ro da snada
645282	jbo	la jim cu zvati ma
645284	jbo	vi ma jim
645291	jbo	vi mitre be li pa bukpu
645295	jbo	ra radytu'i lo du'u ponse lo xeroin
645308	jbo	ko xregau lo rismi lo sovda jo'u lo sobysanso
645327	jbo	pe'i da do panra lo ka mupli fi lo'i bark io
645335	jbo	ma cmene lo ti cipni do
645341	jbo	lo ti nabmi cu je'asai nandu
645343	jbo	lo dei nabmi cu je'asai nandu
645346	jbo	cuntu mi co'a lo prulamdei
645350	jbo	lo vi xrata'o genai xekri gi crino
645366	jbo	ca ma ra xrukla lo zdani
645368	jbo	ba ca ma ra xrukla lo zdani
646724	jbo	fau lo nu ra lifri da cu pinka fi ko mi
646761	jbo	lu xu do ba'o citka li'u .i zo go'i
646784	jbo	lo ko'a junta se mleca lo mi junta li pano kilto grake
646786	jbo	ko'a tilju zmadu mi fo lo pano kilto grake
646788	jbo	.e'o lo ponjo ko bangu
646790	jbo	mi terdu'a lo lerlisri cukta le mi pendo .ui
646791	jbo	le prenu cu balfi'i
647430	jbo	ra zmadu mi lo ka tilju vau lo ki'ogra be li pano
649583	jbo	xu do kansa la.pitr. lo nu klama la.minx,n.
649856	jbo	je'u
649857	jbo	mi na jimpe fi lo dotybau
649895	jbo	lo xanto zo'u lo nazbi cu clani
649903	jbo	lo xanto cu se ke clani nazbi
649916	jbo	lo nazbi be lo xanto cu clani
649957	jbo	la.umemuran. ctuca mi'a fo lo glibau
650585	jbo	ba'o klama fi la .tokion. poi ponjo
651156	jbo	lo bruna be mi co'a jdaca'i
653372	jbo	lo flalu bangu ku na terjmi fi so'e nalcre
653375	jbo	xu lo selgu'e be lo do gugde cu pinxe lo tcati
653390	jbo	ti bijyjbu fo mi
653393	jbo	ti'e ko'a pu xamgu se xadykelci'e
656508	jbo	mi ka'enai citka lo rectu
656510	jbo	lo rectu zo'u ka'enai citka
656517	jbo	mi ba xabju lo kumfa pe pa'u vo ckana
656518	jbo	ei mi jaigau ralte lo nurma ka melbi
656521	jbo	lo tanbargu cu ckaji lo ze skari
656523	jbo	bu'u ma jbirai zarci
656525	jbo	mi pleji ma ei
656530	jbo	lo zarci cu zukte ca lo nicte ji'a
656537	jbo	na'e vajni fa lo jdima
656538	jbo	lo jdima mi na vajni
656545	jbo	ko'a cliva lo vo'a gugde seka'a lo gugde'esu
656546	jbo	e'u do stali ti co'u lo nu na snime carvi
656549	jbo	gau vacysai
656553	jbo	vacysai sepo'i bu'u lo jubme
656556	jbo	lo nu zunti cu larcu
656557	jbo	lo nu zunti larcu
657193	jbo	ma nuzba
657702	jbo	ti'e ra ralte so'i lo dzena jdini
657708	jbo	lo tanxe pu culno lo cukta
657709	jbo	lo tanxe pu vasru so'i cukta
657714	jbo	mo doi maik
657719	jbo	e'o ko sazri fi'o snomau
657725	jbo	du'i do ra xendo mutce
657726	jbo	do e ra xendo mutce
657727	jbo	ro lo re do xendo mutce
657741	jbo	ra djuno na'i so'inai da la nixon
657745	jbo	ra fi lo gugdejupu na djuno so'i da
657748	jbo	ra fi lo gugdejupu na mutce djuno
657753	jbo	lo cmaci cu tercu'e traji lo ka mi ce'u tadni djica na
657756	jbo	lo cmaci cu ro moi lo'i tercu'e poi mi tadni djica
657758	jbo	lo cmaci ja'asai ro moi da poi mi tadni djica
657761	jbo	do mo'u fenki pei
657765	jbo	zi nu trene klama
657783	jbo	ko se xanri lo nabmi be tai lo nu da'i marce betri lo do bruna
657793	jbo	do ca mo
658874	jbo	lo trene ba zi klama
658990	jbo	ra na jimpe fi do
659075	jbo	ro prenu cu djica lo nu panpi
659083	jbo	lo za'u prenu pe ra'i la.madrid. cu jai fenki
659085	jbo	lo nixli poi sanli bu'u lo vorme cu mo
659086	jbo	mi na ka'e gunka ca lo nu do va sanli
659101	jbo	lo mamta be la.maik. cu xabju lo barda tcadu pu lo nu co'a speni
660497	jbo	lo cukta cu cmalu
660990	jbo	ko'a dunda lo dadne'ota'u vo'a patfu
660999	jbo	ti zdani ko'a
661000	jbo	ti du lo zdani pe ko'a
661002	jbo	ti du lo zdani po ko'a
661275	jbo	mi pu jbena fo la .kiouton.
661661	jbo	xu ra jarco lo pixra do
661665	jbo	xu do klama fu lo trene
661672	jbo	.e'o ko co'a dasni lo cutci
661682	jbo	do ka'e lacri la.djak.
661703	jbo	ra dunda lo seldu'a mi
661705	jbo	ra xamgu tarti
661712	jbo	so'i roi lo nu la.dik. klama lo ckule cu lerci
661716	jbo	xu ra djuno fi lo fonjudri be do
661718	jbo	lo fi'ure tadni na zvati
661723	jbo	ra klama ca lo prulamdei mu'i lo nu viska do
661737	jbo	lo nu carvi ca lo bavlamdei cu cumki
661741	jbo	ra cliva ca lo prulamdei se ka'a la.lyndyn.
661749	jbo	ko ganlygau lo vorme vau e'o
661754	jbo	ko ganlygau lo kanla
661944	jbo	xu la.mam. sfasa lo xirma
662055	jbo	ku'i mi no'e jimpe fi za'u ra
662220	jbo	ca ma do cliva se ka'a lo lunra .i ro mi'a nitcu do
662227	jbo	ka'e ctuca lo verba lo du'u xamgu tarti kei ta'i lo nu na sfasa
662230	jbo	ti me lo dakli po do ji ra
662443	jbo	lo vanju cu bapli lo nundjarunta
662457	jbo	e'o jarco lo tcikycartu
662479	jbo	ka'u lo mijycte cu cabna lo nu lo mroru'i cu kasydzu
662485	jbo	ko cikre lo sinxa po'e lo junla
662502	jbo	le zu'a prenu cu daspo lo pixra kamcnici
662513	jbo	ca jeftu fau lo nu fagbetri kajde
662530	jbo	lo mi tixnu cu nanca tu'a lo makcu co'i lo bavlamna'a
662550	jbo	da'i mi cuxna lo nu mrobi'o kei lo nu viska lo nu do klaku
662556	jbo	do pu zukte ma ca sai ra
662558	jbo	do manri
662560	jbo	ra pu stali lo zdani be lo ra fetfamti
662562	jbo	do tilju sai
662564	jbo	ko ze'i denpa
662568	jbo	do mi dibycai
662569	jbo	ma tcini do
662570	jbo	lo nunji'e cu to'utce
662571	jbo	ra ra nitcu
662574	jbo	mi djica lo nu cpare lo vi cmana
662575	jbo	mi ra klati'i lo me mi moi
662576	jbo	mi jbena bu'u la osakan ca li pasozeze
662578	jbo	do ma zukte ca lo pu zi jeftu
662828	jbo	do nitcu ti
663052	jbo	lo mi nakpa'i cu simlu lo ka junri
663590	jbo	mi ja'e cuxna lo ka ciska lo pano jufra be fi lo spano ca ro djedi .i ju'o la.rosiios. ba gleki cikre le jufra
663593	jbo	velsla ca lo bavlamdei
663599	jbo	lo bavlamdei cu velsladei
663612	jbo	ti zdani mi
663615	jbo	be'e pruxi
663626	jbo	mi benji ca lo prulamdei .i ba'a do terbi'e ca lo bavlamdei
663628	jbo	ti zdani loi jai fenki
663631	jbo	lo karce cu bancu lo sutra selbancu
663659	jbo	loi spati cu se xrani lo bisli
663674	jbo	lo selcri verba cu te facki ba lo djedi be li re
663682	jbo	ra ctuca fo lo glibau
663689	jbo	ra tordu gi'e ku'i tsali
663932	jbo	xu nu prami
663933	jbo	ra na mikce
663934	jbo	mu'i lo nu lenku kei mi'a zbasu lo fagri
663935	jbo	mi vo'a mipri ni'a lo jubme
663940	jbo	na nei
663973	jbo	do djica lo nu mo
663974	jbo	do djica lo nu pinxe ma
665680	jbo	lo nu fanva le valsi cu nandu mutce
665688	jbo	lo mamta be do cu mo ca lo nu do mo'u klama lo zdani
665691	jbo	mi jdice lo du'u mi'a na klama
665694	jbo	ki'a cai
665703	jbo	xu lo vi finpe cu ca ca'o jmive
665711	jbo	do ba'o verba
665732	jbo	e'u do citka zenba gi'a na co'a kanro
665832	jbo	ro ra tugni lo du'u bilga lo nu sisti lo nu jamna
665833	jbo	ua o'u lo cuntu cu se snada
665835	jbo	ei mi terve'u pa ti
665921	jbo	ra vo'a nitcu
667109	jbo	mi'e mi
667124	jbo	mi na jimpe fi do
667262	jbo	lo mensi be do cu ca mo
668064	jbo	ro cipni na'e vofli
668083	jbo	le xekri kerfa ke melbi ninmu verba pu zvati le panka
668084	jbo	le xekri ke kerfa bo melbi ninmu ke'e verba pu zvati le panka
668085	jbo	le xekri kerfa melbi bo ninmu verba pu zvati le panka
668086	jbo	le xekri kerfa melbi ninmu verba pu zvati le panka
668087	jbo	le xekri ke kerfa melbi ninmu verba pu zvati le panka
668088	jbo	le xekri kerfa ke melbi fetsi bo verba pu zvati le panka
668092	jbo	le xekri ke kerfa melbi fetsi bo verba pu zvati le panka
670294	jbo	coi .i xu do vi gunka
670345	jbo	ro jmive cu mrobi'o ca da
670348	jbo	ra na jundi lo se cusku be ko'a
